연 번,건물유형,주  소,위   치,관리번호
1,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-1
2,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-2
3,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-3
4,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-4
5,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-5
6,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-6
7,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-7
8,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-8
9,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-9
10,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-10
11,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-11
12,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-12
13,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-13
14,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-14
15,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-15
16,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-16
17,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-17
18,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-18
19,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-19
20,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-20
21,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-21
22,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-22
23,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-23
24,가로등등주,북가좌동 477,북가좌1동주민센터앞,가재울1-24
25,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-1
26,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-2
27,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-3
28,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-4
29,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-5
30,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-6
31,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-7
32,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-8
33,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-9
34,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-10
35,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-11
36,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-12
37,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-13
38,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-14
39,가로등등주,북가좌동 477,북가좌1동주민센터 건너편,가재울2-15
40,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-1
41,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-2
42,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-3
43,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-4
44,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-5
45,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-6
46,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-7
47,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-8
48,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-9
49,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-10
50,가로등등주,남가좌동 379-1,모래내감리교회앞,가재울3-11
51,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-1
52,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-2
53,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-3
54,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-4
55,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-5
56,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-6
57,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-7
58,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-8
59,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-9
60,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-10
61,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-11
62,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-12
63,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-13
64,가로등등주,남가좌동 78-28,만복부동산앞,가재울3길 1-14
65,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-12
66,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-13
67,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-14
68,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-15
69,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-16
70,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-17
71,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-18
72,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-19
73,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-20
74,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-21
75,가로등등주,남가좌동 190-9,가재울초등학교 길건너,가재울4-22
76,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-1
77,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-2
78,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-3
79,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-4
80,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-5
81,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-6
82,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-7
83,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-8
84,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-9
85,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-10
86,가로등등주,남가좌동 73-362,하람어린이집앞,가재울길1-11
87,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-1
88,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-2
89,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-3
90,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-4
91,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-5
92,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-6
93,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-7
94,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-8
95,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-9
96,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-10
97,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-11
98,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-12
99,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-13
100,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-14
101,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-15
102,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-16
103,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-17
104,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-18
105,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-19
106,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-20
107,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-21
108,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-22
109,가로등등주,남가좌동 384,DMC파크뷰자이203동앞,가재울로1-23
110,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-1
111,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-2
112,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-3
113,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-4
114,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-5
115,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-6
116,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-7
117,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-8
118,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-9
119,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-10
120,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-11
121,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-12
122,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-13
123,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-14
124,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-15
125,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-16
126,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-17
127,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-18
128,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-19
129,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-20
130,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-21
131,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-22
132,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-23
133,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-24
134,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-25
135,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-26
136,가로등등주,남가좌동 385,DMC파크뷰자이아파트105동앞 ,가재울로2-27
137,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-1
138,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-2
139,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-3
140,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-4
141,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-5
142,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-6
143,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-7
144,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-8
145,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-9
146,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-10
147,가로등등주,남가좌동 382,DMC파크뷰자이아파트401동앞,가재울로3-11
148,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-1
149,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-2
150,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-3
151,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-4
152,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-5
153,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-6
154,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-7
155,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-8
156,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-9
157,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-10
158,가로등등주,남가좌동 385-2,남가좌1동 주민센터,가재울로4-11
159,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-17
160,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-18
161,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-19
162,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-20
163,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-21
164,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-22
165,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-23
166,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-24
167,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-25
168,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-26
169,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-27
170,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-28
171,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-29
172,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-30
173,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-31
174,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-32
175,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-33
176,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-34
177,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-35
178,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-36
179,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-37
180,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-38
181,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-39
182,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-40
183,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-41
184,가로등등주,홍은동 398-9,백년동물병원앞,가좌로 2-42
185,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-43
186,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-44
187,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-45
188,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-46
189,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-47
190,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-48
191,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-49
192,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-50
193,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-51
194,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-52
195,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-53
196,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-54
197,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-55
198,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-56
199,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-57
200,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-58
201,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-59
202,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-60
203,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-61
204,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-62
205,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-63
206,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-64
207,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-65
208,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-66
209,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-67
210,가로등등주,홍은동 402-66,해피소금구이앞,가좌로 3-68
211,가로등등주,홍은동 402-66,해피소금구이앞,거북골길 76
212,가로등등주,홍은동 402-66,해피소금구이앞,거북골길 77
213,가로등등주,홍은동 402-66,해피소금구이앞,거북골길 78
214,가로등등주,홍은동 402-66,해피소금구이앞,거북골길 79
215,가로등등주,홍은동 402-66,해피소금구이앞,거북골길 80
216,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-1
217,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-2
218,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-3
219,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-4
220,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-5
221,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-6
222,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-3A
223,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-3B
224,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-3C
225,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-3D
226,가로등등주,연희동 151-32,연희지하차도 주차장 ,가좌로1-3E
227,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-1
228,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-2
229,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-3
230,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-4
231,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-5
232,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-6
233,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-7
234,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-8
235,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-9
236,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-10
237,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-11
238,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-12
239,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-13
240,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-14
241,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-15
242,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-16
243,가로등등주,연희동 151-28,연희지하차도 후편위 ,가좌로2A-17
244,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-1
245,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-2
246,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-3
247,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-4
248,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-5
249,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-6
250,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-7
251,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-8
252,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-9
253,가로등등주,홍제동 285-15,불천어린이공원앞,간호대길1-10
254,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-1
255,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-2
256,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-3
257,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-4
258,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-5
259,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-6
260,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-7
261,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-8
262,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-9
263,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-10
264,가로등등주,북가좌동 347-43,삼성부동산앞,거북골길1-11
265,가로등등주,남가좌동 214-58,남가좌쌍용101동,거북골길3-59
266,가로등등주,남가좌동 214-58,남가좌쌍용101동,거북골길3-60
267,가로등등주,남가좌동 214-58,남가좌쌍용101동,거북골길3-61
268,가로등등주,남가좌동 214-58,남가좌쌍용101동,거북골길3-62
269,가로등등주,남가좌동 214-58,남가좌쌍용101동,거북골길3-63
270,가로등등주,남가좌동 214-58,남가좌쌍용101동,거북골길3-64
271,가로등등주,남가좌동 214-58,남가좌쌍용101동,거북골길3-65
272,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-1
273,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-2
274,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-3
275,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-4
276,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-5
277,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-6
278,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-7
279,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-8
280,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-9
281,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-10
282,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-11
283,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-12
284,가로등등주,북가좌동 478,레미안아파트203동앞,거북골길4-13
285,가로등등주,북가좌동 424-53,증가교회,거북골길5-1
286,가로등등주,북가좌동 424-53,증가교회,거북골길5-2
287,가로등등주,북가좌동 424-53,증가교회,거북골길5-3
288,가로등등주,북가좌동 424-53,증가교회,거북골길5-4
289,가로등등주,북가좌동 424-53,증가교회,거북골길5-5
290,가로등등주,북가좌동 424-53,증가교회,거북골길5-6
291,가로등등주,북가좌동 424-53,증가교회,거북골길5-7
292,가로등등주,북가좌동 424-53,증가교회,거북골길5-8
293,가로등등주,북가좌동 424-53,증가교회,거북골길5-9
294,가로등등주,북가좌동 424-53,증가교회,거북골길5-10
295,가로등등주,북가좌동 424-53,증가교회,거북골길5-11
296,가로등등주,북가좌동 424-53,증가교회,거북골길5-12
297,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-1
298,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-2
299,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-3
300,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-4
301,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-5
302,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-6
303,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-7
304,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-9
305,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-10
306,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-11
307,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-12
308,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-13
309,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-14
310,가로등등주,남가좌동 216-5,에코자이 102동 앞,거북골길6-15
311,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-1
312,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-2
313,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-3
314,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-4
315,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-5
316,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-6
317,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-7
318,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-8
319,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-9
320,가로등등주,남가좌동 381-1,동부센트레빌207동옆,거북뒷2길1-10
321,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-1
322,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-2
323,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-3
324,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-4
325,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-5
326,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-6
327,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-7
328,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-8
329,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-9
330,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-10
331,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-11
332,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-12
333,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-13
334,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-14
335,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-15
336,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-16
337,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-17
338,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-18
339,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-19
340,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-20
341,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-8A
342,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-8B
343,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-8C
344,가로등등주,충정로3가 120-26,신성종합공사앞,경기대로1-8D
345,가로등등주,충정로3가 120-26,신성종합공사앞,경기대길21
347,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-2
348,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-3
349,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-4
350,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-5
351,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-6
352,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-7
353,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-8
354,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-9
355,가로등등주,충정로2가 65-12,YJG미래빌딩앞,경기대로2-10
356,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-1
357,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-2
358,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-3
359,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-4
360,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-5
361,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-6
362,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-7
363,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-8
364,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-9
365,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-10
366,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-11
367,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-12
368,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-13
369,가로등등주,연희동 168-6,서대문구청뒤,구청주변1-14
370,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-1
371,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-2
372,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-3
373,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-4
374,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-5
375,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-6
376,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-7
377,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-8
378,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-9
379,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-10
380,가로등등주,남가좌동 191-10,오성문구앞,금모래길1-11
381,가로등등주,남가좌동 191-10,오성문구앞,금모래길1/12A
